SchoolYear,TestType,TestPopulation,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalSurpassed,TotalAttained,TotalEmergingTowards,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentSurpassed,PercentAttained,PercentEmergingTowards,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,MeanPtsEarned,MinScaleScore,MaxScaleScore,ScaleScore25,ScaleScore50,ScaleScore75
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Not Economically Disadvantaged","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not Economically Disadvantaged","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Economically Disadvantaged","<3","<3","*","*","N/A","N/A","N/A","<3","*","28","<=20%","<=20%","*","*","N/A","N/A","N/A","<=20%",">=80%","2077.6000000000000000","14.6000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students Without Disabilities","<3","<3","*","*","N/A","N/A","N/A","<3","*","25","<=20%","<=20%","*","<=20%","N/A","N/A","N/A","<=20%",">=80%","2079.2000000000000000","14.2000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Students Without Disabilities","<3","<3","<3","*","N/A","N/A","N/A","<3","*","25","<=20%","<=20%","<=20%",">=80%","N/A","N/A","N/A","<=20%",">=80%","2067.6000000000000000","17.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","<3","<3","<3","*","N/A","N/A","N/A","<3","*","33","<=10%","<=10%","<=10%","*","N/A","N/A","N/A","<=10%",">=90%","2062.9000000000000000","17.5000000000000000","N/A","*","*","*","*","*"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","English Learners","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not English Learners","<3","<3","*","*","N/A","N/A","N/A","<3","*","29","<=20%","<=20%","*","<=20%","N/A","N/A","N/A","<=20%",">=80%","2078.2000000000000000","13.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","All Students","<3","<3","*","*","N/A","N/A","N/A","<3","*","33","<=10%","<=10%","*","*","N/A","N/A","N/A","<=10%",">=90%","2076.2000000000000000","13.9000000000000000","N/A","*","*","*","*","*"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","English Learners","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Not English Learners","<3","<3","<3","*","N/A","N/A","N/A","<3","*","29","<=20%","<=20%","<=20%",">=80%","N/A","N/A","N/A","<=20%",">=80%","2065.3000000000000000","17.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Female","<3","<3","<3","*","N/A","N/A","N/A","<3","*","14","<=50%","<=50%","<=50%",">=50%","N/A","N/A","N/A","<=50%",">=50%","2062.7000000000000000","8.6000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Black or African American","<3","<3","<3","*","N/A","N/A","N/A","<3","*","28","<=20%","<=20%","<=20%",">=80%","N/A","N/A","N/A","<=20%",">=80%","2063.9000000000000000","15.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","White","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Hispanic of Any Race","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Black or African American","<3","<3","*","*","N/A","N/A","N/A","<3","*","28","<=20%","<=20%","*","<=20%","N/A","N/A","N/A","<=20%",">=80%","2078.1000000000000000","13.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","White","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Hispanic of Any Race","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Male","<3","<3","<3","*","N/A","N/A","N/A","<3","*","19","<=20%","<=20%","<=20%",">=80%","N/A","N/A","N/A","<=20%",">=80%","2063.1000000000000000","21.9000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Science","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Male","<3","<3","*","*","N/A","N/A","N/A","<3","*","19","<=20%","<=20%","*","*","N/A","N/A","N/A","<=20%",">=80%","2075.8000000000000000","14.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82921","Academy for Business and Technology","08435","Academy for Business and Technology High School","82","Wayne","PSA School","Middle_High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Female","<3","<3","*","*","N/A","N/A","N/A","<3","*","14","<=50%","<=50%",">=50%","<=50%","N/A","N/A","N/A","<=50%",">=50%","2076.8000000000000000","12.7000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","English Learners","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Not English Learners","<3","*","41","107","N/A","N/A","N/A","16","148","164","<=5%","*","25.0","65.2","N/A","N/A","N/A","9.80","90.20","2074.5000000000000000","16.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Economically Disadvantaged","3","27","98","22","N/A","N/A","N/A","30","120","150","<=5%","*","65.3","14.7","N/A","N/A","N/A","20.00","80.00","2086.3000000000000000","17.2000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not Economically Disadvantaged","<3","*","7","3","N/A","N/A","N/A","5","10","15","<=50%","<=50%","<=50%","<=50%","N/A","N/A","N/A","<=50%",">=50%","2089.1000000000000000","14.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Students Without Disabilities","<3","*","40","104","N/A","N/A","N/A","16","144","160","<=5%","*","25.0","65.0","N/A","N/A","N/A","10.00","90.00","2074.9000000000000000","16.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Female","<3","*","28","67","N/A","N/A","N/A","8","95","103","<=5%","*","27.2","65.0","N/A","N/A","N/A","7.80","92.20","2073.8000000000000000","14.6000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Male","<3","*","13","41","N/A","N/A","N/A","8","54","62","<=5%","*","21.0","66.1","N/A","N/A","N/A","12.90","87.10","2075.5000000000000000","19.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","All Students","3","32","105","25","N/A","N/A","N/A","35","130","165","<=5%","*","63.6","15.2","N/A","N/A","N/A","21.20","78.80","2086.6000000000000000","17.1000000000000000","N/A","2055","2137","2074.00","2085.00","2096.00"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Black or African American","<3","*","41","108","N/A","N/A","N/A","16","149","165","<=5%","*","24.8","65.5","N/A","N/A","N/A","9.70","90.30","2074.4000000000000000","16.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Black or African American","3","32","105","25","N/A","N/A","N/A","35","130","165","<=5%","*","63.6","15.2","N/A","N/A","N/A","21.20","78.80","2086.6000000000000000","17.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students Without Disabilities","3","32","103","22","N/A","N/A","N/A","35","125","160","<=5%","*","64.4","13.8","N/A","N/A","N/A","21.90","78.10","2087.0000000000000000","17.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","English Learners","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not English Learners","3","32","105","24","N/A","N/A","N/A","35","129","164","<=5%","*","64.0","14.6","N/A","N/A","N/A","21.30","78.70","2086.7000000000000000","17.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Male","<3","*","33","10","N/A","N/A","N/A","19","43","62","<=5%","*","53.2","16.1","N/A","N/A","N/A","30.60","69.40","2089.7000000000000000","19.2000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Female","<3","*","72","15","N/A","N/A","N/A","16","87","103","<=5%","*","69.9","14.6","N/A","N/A","N/A","15.50","84.50","2084.7000000000000000","15.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","<3","*","41","108","N/A","N/A","N/A","16","149","165","<=5%","*","24.8","65.5","N/A","N/A","N/A","9.70","90.30","2074.4000000000000000","16.4000000000000000","N/A","*","*","*","*","*"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Not Economically Disadvantaged","<3","<3","*","*","N/A","N/A","N/A","<3","*","15","<=50%","<=50%","<=50%",">=50%","N/A","N/A","N/A","<=50%",">=50%","2078.8000000000000000","15.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","Suburb: Large","Wayne Region","         3","11","Science","Economically Disadvantaged","<3","*","37","99","N/A","N/A","N/A","14","136","150","<=5%","*","24.7","66.0","N/A","N/A","N/A","9.30","90.70","2074.0000000000000000","16.5000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","All Students","3","32","105","25","N/A","N/A","N/A","35","130","165","<=5%","*","63.6","15.2","N/A","N/A","N/A","21.20","78.80","2086.6000000000000000","17.1000000000000000","N/A","2055","2137","2074.00","2085.00","2096.00"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Economically Disadvantaged","<3","*","37","99","N/A","N/A","N/A","14","136","150","<=5%","*","24.7","66.0","N/A","N/A","N/A","9.30","90.70","2074.0000000000000000","16.5000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Not Economically Disadvantaged","<3","<3","*","*","N/A","N/A","N/A","<3","*","15","<=50%","<=50%","<=50%",">=50%","N/A","N/A","N/A","<=50%",">=50%","2078.8000000000000000","15.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Black or African American","<3","*","41","108","N/A","N/A","N/A","16","149","165","<=5%","*","24.8","65.5","N/A","N/A","N/A","9.70","90.30","2074.4000000000000000","16.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","English Learners","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not English Learners","3","32","105","24","N/A","N/A","N/A","35","129","164","<=5%","*","64.0","14.6","N/A","N/A","N/A","21.30","78.70","2086.7000000000000000","17.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Students Without Disabilities","<3","*","40","104","N/A","N/A","N/A","16","144","160","<=5%","*","25.0","65.0","N/A","N/A","N/A","10.00","90.00","2074.9000000000000000","16.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students Without Disabilities","3","32","103","22","N/A","N/A","N/A","35","125","160","<=5%","*","64.4","13.8","N/A","N/A","N/A","21.90","78.10","2087.0000000000000000","17.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Male","<3","*","33","10","N/A","N/A","N/A","19","43","62","<=5%","*","53.2","16.1","N/A","N/A","N/A","30.60","69.40","2089.7000000000000000","19.2000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Female","<3","*","72","15","N/A","N/A","N/A","16","87","103","<=5%","*","69.9","14.6","N/A","N/A","N/A","15.50","84.50","2084.7000000000000000","15.3000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Male","<3","*","13","41","N/A","N/A","N/A","8","54","62","<=5%","*","21.0","66.1","N/A","N/A","N/A","12.90","87.10","2075.5000000000000000","19.0000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Female","<3","*","28","67","N/A","N/A","N/A","8","95","103","<=5%","*","27.2","65.0","N/A","N/A","N/A","7.80","92.20","2073.8000000000000000","14.6000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Black or African American","3","32","105","25","N/A","N/A","N/A","35","130","165","<=5%","*","63.6","15.2","N/A","N/A","N/A","21.20","78.80","2086.6000000000000000","17.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Economically Disadvantaged","3","27","98","22","N/A","N/A","N/A","30","120","150","<=5%","*","65.3","14.7","N/A","N/A","N/A","20.00","80.00","2086.3000000000000000","17.2000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Not Economically Disadvantaged","<3","*","7","3","N/A","N/A","N/A","5","10","15","<=50%","<=50%","<=50%","<=50%","N/A","N/A","N/A","<=50%",">=50%","2089.1000000000000000","14.8000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","All Students","<3","*","41","108","N/A","N/A","N/A","16","149","165","<=5%","*","24.8","65.5","N/A","N/A","N/A","9.70","90.30","2074.4000000000000000","16.4000000000000000","N/A","*","*","*","*","*"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Social Studies","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Students With Disabilities","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","English Learners","*","*","*","*","N/A","N/A","N/A","*","*","<10","*","*","*","*","N/A","N/A","N/A","*","*","*","*","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82923","Chandler Park Academy","09825","Chandler Park Academy - High School","82","Wayne","PSA School","High School","Suburb: Large","Wayne Region","         3","11","Science","Not English Learners","<3","*","41","107","N/A","N/A","N/A","16","148","164","<=5%","*","25.0","65.2","N/A","N/A","N/A","9.80","90.20","2074.5000000000000000","16.4000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82925","Detroit Community Schools","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Large","Wayne Region","         3","11","Social Studies","All Students","<3","<3","*","*","N/A","N/A","N/A","<3","*","67","<=5%","<=5%","*","*","N/A","N/A","N/A","<=5%",">=95%","2071.0000000000000000","11.8000000000000000","N/A","*","*","*","*","*"
"16 - 17 School Year","M-STEP","N/A","82","Wayne RESA","82925","Detroit Community Schools","00000","All Buildings","82","Wayne","PSA District","Elem thru High School","City: Large","Wayne Region","         3","11","Social Studies","Students Without Disabilities","<3","<3","*","*","N/A","N/A","N/A","<3","*","65","<=5%","<=5%","*","*","N/A","N/A","N/A","<=5%",">=95%","2070.5000000000000000","11.1000000000000000","N/A","N/A","N/A","N/A","N/A","N/A"
